Bedroom_AbvGr,BsmtFin_SF_1,BsmtFin_SF_2,BsmtFin_Type_1,BsmtFin_Type_2,Bsmt_Cond,Bsmt_Exposure,Bsmt_Qual,Bsmt_Unf_SF,Electrical,Enclosed_Porch,Exter_Cond,Exter_Qual,Fireplace_Qu,Fireplaces,First_Flr_SF,Garage_Cars,Garage_Finish,Garage_Qual,Gr_Liv_Area,Kitchen_Qual,Lot_Area,Lot_Frontage,Low_Qual_Fin_SF,Mas_Vnr_Area,Open_Porch_SF,Overall_Cond,Overall_Qual,Paved_Drive,Sale_Price,Screen_Porch,Second_Flr_SF,Three_season_porch,TotRms_AbvGrd,Total_Bsmt_SF,Utilities,Wood_Deck_SF,id,Has_Pool,Total_Bath,Has_Alley,Has_Basement,Has_Fence,Is_Remodeled,House_Age,Total_SF,close_to_park,close_to_street,close_to_railroad,Regular_Lot_Shape,Irregular_Lot_Shape,Residential_Zoning,Commercial_Zoning,Industrial_Zoning,Agricultural_Zoning,Bldg_Type_OneFam,Bldg_Type_Twnhs,Bldg_Type_TwnhsE,Bldg_Type_TwoFmCon,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,House_Style_One_and_Half_Fin,House_Style_One_and_Half_Unf,House_Style_SFoyer,House_Style_SLvl,House_Style_Two_Story,House_Style_Two_and_Half_Fin,House_Style_Two_and_Half_Unf,Land_Contour_HLS,Land_Contour_Low,Land_Contour_Lvl,Neighborhood_Blueste,Neighborhood_Briardale,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Green_Hills,Neighborhood_Greens,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Landmark,Neighborhood_Meadow_Village,Neighborhood_Mitchell,Neighborhood_North_Ames,Neighborhood_Northpark_Villa,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_South_and_West_of_Iowa_State_University,Neighborhood_Stone_Brook,Neighborhood_Timberland,Neighborhood_Veenker,Roof_Style_Gable,Roof_Style_Gambrel,Roof_Style_Hip,Roof_Style_Mansard,Roof_Style_Shed,Sale_Condition_AdjLand,Sale_Condition_Alloca,Sale_Condition_Family,Sale_Condition_Normal,Sale_Condition_Partial,Street_Pave
3,7,0,1,1,3,1,3,816,5,0,3,2,0,0,872,1,1,3,1393,2,16466,59,0,0,0,7,10,2,135500,265,521,0,8,816,3,121,1511,0,1.5,0.0,1.0,0.0,0.0,53,3153,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,4,1,3,397,5,0,3,2,3,2,1218,2,3,3,2161,3,12392,70,0,0,96,9,7,2,263400,0,943,0,8,832,3,0,1540,0,3.5,0.0,1.0,0.0,1.0,58,3489,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,0,6,1,3,1,4,410,5,0,2,3,4,1,1314,2,2,3,1314,3,5063,34,0,166,62,10,7,2,207500,0,0,0,6,1314,3,172,483,0,3.0,0.0,1.0,0.0,1.0,2,3275,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,0,6,1,3,4,5,30,5,0,2,3,4,1,1646,2,3,3,1646,3,3842,44,0,186,53,10,8,2,300000,155,0,0,5,1594,3,128,2885,0,3.5,0.0,1.0,0.0,1.0,2,3454,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,6,0,3,1,3,1,4,794,5,0,2,3,4,1,1020,1,3,2,2057,3,11500,86,0,0,0,7,7,2,250000,322,1037,0,6,1017,3,0,2863,0,1.5,0.0,1.0,0.0,1.0,70,3874,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,7,0,1,1,3,1,2,648,4,0,2,2,0,0,734,2,1,3,1118,2,4400,40,0,0,0,8,6,2,116000,0,384,0,6,648,3,0,2650,0,1.0,0.0,1.0,0.0,1.0,86,2421,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,6,0,3,1,3,1,3,638,5,0,1,1,0,0,1496,2,2,3,1496,3,9600,80,0,203,22,6,10,2,141500,0,0,0,6,1296,3,0,1224,0,2.0,0.0,1.0,1.0,0.0,48,3458,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,3,0,6,1,3,3,4,186,5,0,2,3,0,0,848,2,2,3,848,3,4426,0,0,169,0,10,6,2,143000,0,0,0,3,848,3,160,270,0,2.0,0.0,1.0,0.0,0.0,6,2045,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,0,6,1,3,1,4,494,5,0,2,3,0,0,1398,2,2,3,1398,3,7175,50,0,0,46,10,6,2,172000,0,0,0,5,1398,3,0,2481,0,3.0,0.0,1.0,1.0,1.0,16,3339,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,1,0,5,1,3,1,3,292,5,0,3,2,4,1,972,1,1,3,972,2,8000,50,0,0,0,6,6,2,132000,0,0,0,5,972,3,0,654,0,2.0,0.0,1.0,0.0,1.0,61,2237,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,4,1777,5,0,2,3,4,1,1795,2,2,3,1795,3,9742,75,0,281,159,10,8,2,230000,0,0,0,7,1777,3,171,1454,0,2.0,0.0,1.0,0.0,0.0,6,5686,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,3,95,6,3,3,3,4,0,5,0,2,2,0,0,1183,1,2,3,1183,2,8000,80,0,0,0,10,10,2,138000,0,0,0,6,528,3,0,684,0,2.0,0.0,1.0,1.0,0.0,50,1809,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4,5,0,0,0,0,0,0,0,5,0,2,2,0,0,936,2,1,3,1872,2,10260,76,0,0,0,4,10,2,100000,0,936,0,8,0,3,0,1569,0,3.0,0.0,0.0,0.0,0.0,32,1877,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,3,0,6,1,3,1,4,1028,5,192,2,2,0,0,1284,2,1,3,1284,2,10960,0,0,0,0,10,6,2,174000,0,0,0,5,1284,3,0,1645,0,3.0,0.0,1.0,0.0,0.0,23,3599,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,3,0,6,1,3,4,4,392,5,0,2,3,3,1,1826,3,3,3,1826,3,11302,69,0,238,75,10,8,2,319000,120,0,0,7,1814,3,180,2341,0,3.0,0.0,1.0,0.0,1.0,1,4290,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,3,0,6,1,3,2,5,724,5,0,2,4,4,1,1743,3,2,3,1743,4,10367,87,0,284,45,10,9,2,335000,0,0,0,8,1739,3,168,439,0,3.0,0.0,1.0,0.0,0.0,1,4422,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2,1,0,5,1,3,1,3,600,5,0,3,2,0,0,914,1,1,2,914,2,17199,0,0,0,0,7,4,2,128000,0,0,0,4,914,3,140,1671,0,1.0,0.0,1.0,1.0,0.0,46,2569,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,0,6,1,3,3,4,27,5,0,2,2,0,0,530,1,3,3,992,2,1533,0,0,0,97,10,4,2,106500,0,462,0,4,530,3,112,2287,0,2.0,0.0,1.0,0.0,0.0,37,1761,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,1,3,277,5,0,2,2,0,0,902,1,1,3,902,2,6173,0,0,75,0,6,10,2,125500,0,0,0,6,876,3,0,1827,0,1.0,0.0,1.0,1.0,0.0,40,2058,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,3,4,1643,5,0,2,3,4,1,1651,3,3,3,1651,3,9178,71,0,306,64,10,8,2,250000,0,0,0,7,1643,3,204,2099,0,2.0,0.0,1.0,0.0,0.0,0,5212,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4,7,0,1,1,3,1,4,780,4,96,2,2,0,0,780,0,0,0,1200,2,8155,58,0,0,0,7,10,2,119000,0,420,0,7,780,3,0,1550,0,1.0,0.0,1.0,0.0,1.0,78,2767,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,6,0,3,1,3,2,3,671,5,0,2,2,0,0,976,1,1,3,976,2,7288,50,0,0,0,6,10,0,102000,0,0,0,5,976,3,160,2873,0,2.0,0.0,1.0,0.0,1.0,64,2789,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4,7,0,1,1,3,1,4,847,5,0,2,3,4,1,847,2,3,3,1948,3,12393,41,0,0,48,10,7,2,195000,0,1101,0,8,847,3,100,2807,0,2.5,0.0,1.0,0.0,1.0,2,3797,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,2,72,4,3,2,1,3,817,4,112,2,2,0,0,1032,1,1,3,1032,2,7741,56,0,0,0,10,6,2,108000,0,0,0,5,1032,3,0,2646,0,1.0,1.0,1.0,1.0,1.0,82,2955,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4,7,0,1,1,3,1,4,847,5,0,2,3,4,1,847,2,3,3,1986,3,8396,0,0,196,48,10,7,2,213000,0,1139,0,9,847,3,120,1091,0,2.5,0.0,1.0,0.0,0.0,5,3855,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4,2,0,4,1,3,4,4,1328,5,0,2,3,5,1,1827,2,3,3,2786,3,11025,105,0,568,49,10,9,2,372500,0,959,0,10,1848,3,294,1159,0,3.5,0.0,1.0,0.0,1.0,15,6307,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,3,0,6,1,3,4,3,15,5,0,2,2,3,1,1072,2,2,3,1576,3,21384,144,0,0,312,6,10,2,223500,0,504,0,6,1324,3,0,729,0,3.5,0.0,1.0,0.0,1.0,86,3230,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,1,3,468,5,0,2,2,0,0,1114,2,1,3,1114,3,13695,66,0,0,102,10,10,2,159000,0,0,0,6,1114,3,0,1136,0,2.5,0.0,1.0,0.0,0.0,4,2801,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,2,0,4,1,3,1,4,326,5,0,2,3,3,1,975,2,2,3,1950,3,7399,66,0,1600,10,10,7,2,239000,198,975,0,7,975,3,0,1850,0,2.5,1.0,1.0,0.0,1.0,10,3263,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,3,0,6,1,3,4,5,1473,5,0,2,4,4,2,2696,3,3,3,2696,4,14300,110,0,1095,150,10,9,2,500000,0,0,0,10,2846,3,220,47,0,3.5,0.0,1.0,0.0,1.0,7,7388,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3,7,0,1,1,2,2,3,600,5,0,2,2,4,1,628,1,1,2,1228,2,7155,53,0,0,113,8,7,2,137000,195,600,0,6,600,3,0,918,0,1.0,0.0,1.0,1.0,1.0,91,2548,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,5,0,0,0,0,0,0,0,5,0,2,2,3,1,1382,1,2,3,1382,2,11800,76,0,0,40,7,4,2,110000,0,0,0,6,0,3,0,2005,0,2.0,0.0,0.0,0.0,1.0,58,1427,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,0,6,1,3,1,4,405,5,0,2,3,4,1,1405,2,2,3,1405,3,3242,48,0,235,36,10,7,2,200000,0,0,0,6,1405,3,136,1727,0,3.0,0.0,1.0,0.0,0.0,4,3390,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,5,0,0,0,0,0,0,0,5,0,2,2,0,0,925,1,3,3,925,2,7000,70,0,0,0,6,10,2,99000,0,0,0,7,0,3,0,1969,0,1.0,0.0,0.0,0.0,0.0,46,930,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,6,162,3,2,3,1,3,462,5,0,3,2,0,0,825,1,1,3,1497,2,6000,50,0,0,0,7,6,2,157000,0,672,0,5,825,3,272,1338,0,2.0,0.0,1.0,1.0,1.0,71,3224,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,1,4,397,5,0,2,3,3,1,1065,2,2,3,1911,3,9554,80,0,125,81,10,8,2,215000,0,846,0,8,777,3,182,2749,0,2.5,0.0,1.0,0.0,1.0,13,3351,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,7,0,1,1,3,1,3,798,5,0,2,2,0,0,840,1,1,3,840,1,5747,48,0,0,0,4,3,0,64000,0,0,0,5,798,3,112,2657,0,1.0,0.0,1.0,0.0,1.0,86,2555,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,2,404,4,5,3,1,3,254,5,0,2,2,0,0,808,1,1,3,808,2,5175,50,0,0,0,8,10,0,112000,0,0,0,5,808,3,143,1905,0,1.0,0.0,1.0,0.0,1.0,49,2419,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,1,3,554,5,0,3,2,0,0,736,1,1,2,1290,2,5870,59,0,0,112,9,6,2,106900,0,554,0,6,554,3,38,1334,0,1.5,0.0,1.0,1.0,1.0,108,2555,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,1,0,5,1,3,1,3,208,5,0,2,2,0,0,833,0,0,0,833,2,8780,0,0,0,0,10,10,2,112000,0,0,0,5,833,3,0,984,0,2.0,0.0,1.0,1.0,0.0,24,1875,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,7,0,1,1,3,4,5,2121,5,0,2,4,5,1,2121,3,3,3,2121,4,14450,107,0,315,98,10,9,2,415298,142,0,0,8,2121,3,124,1691,0,2.5,0.0,1.0,0.0,1.0,1,6592,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2,3,0,6,1,3,4,4,0,5,0,2,2,0,0,936,2,1,3,936,2,7200,60,0,180,0,10,10,2,140000,0,0,0,4,936,3,49,1978,0,2.0,1.0,1.0,0.0,0.0,27,1924,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,2,4,98,5,0,2,3,3,2,1212,2,2,3,1992,3,15295,0,0,254,32,10,7,2,211000,0,780,0,7,860,3,225,2154,0,3.5,0.0,1.0,0.0,1.0,11,3210,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,2,0,4,1,3,1,3,265,5,84,2,2,4,1,1362,3,2,3,1362,2,9450,0,0,160,0,10,4,2,140000,0,0,0,6,1040,3,0,603,0,2.0,0.0,1.0,1.0,0.0,52,2669,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4,7,0,1,1,4,1,4,1122,5,0,2,3,4,1,1134,3,3,3,2504,4,11198,77,0,245,39,10,9,2,325000,0,1370,0,11,1122,3,144,1012,0,2.5,0.0,1.0,0.0,1.0,3,4938,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
2,7,0,1,1,3,1,4,440,4,0,2,2,0,0,869,0,0,0,869,1,5900,51,0,0,0,7,4,2,85500,0,0,0,4,440,3,0,2556,0,1.0,0.0,1.0,0.0,1.0,83,1756,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,6,0,3,1,3,1,3,459,4,0,2,2,1,1,904,3,1,3,1499,2,9000,75,0,0,20,6,10,2,140000,0,595,0,5,904,3,0,1302,0,1.0,0.0,1.0,0.0,1.0,62,2888,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
3,3,0,6,1,3,1,3,106,4,0,2,2,0,0,1073,2,1,3,1073,2,6565,65,0,0,444,6,4,2,140000,0,0,0,6,1073,3,0,2244,0,2.0,0.0,1.0,0.0,1.0,50,2699,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,4,0,2,1,3,1,3,476,5,0,2,2,4,1,1148,1,1,3,1716,2,11409,60,0,0,0,4,10,2,131000,160,568,0,8,768,3,0,797,0,1.5,0.0,1.0,0.0,1.0,60,2964,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4,1,0,5,1,3,1,3,496,4,0,3,3,4,1,1122,2,1,3,1671,2,8170,81,0,270,0,7,7,2,218000,0,549,0,7,1022,3,0,2864,0,2.0,0.0,1.0,0.0,1.0,77,3190,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4,3,168,6,4,3,4,4,742,5,0,2,3,3,1,1305,3,3,3,2494,3,10236,0,0,501,95,10,8,2,321000,0,1189,0,9,1290,3,200,2452,0,3.5,0.0,1.0,1.0,1.0,12,4992,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4,3,0,6,1,4,1,3,877,5,0,3,4,4,2,1188,1,2,3,2340,3,9042,66,0,0,60,9,7,2,266500,0,1152,0,9,1152,3,0,296,0,2.0,0.0,1.0,1.0,1.0,69,4432,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2,3,0,6,1,3,3,4,189,5,0,2,2,0,0,996,2,1,3,996,3,9069,73,0,0,0,6,6,2,147000,0,0,0,5,936,3,120,249,0,2.0,0.0,1.0,0.0,0.0,18,2244,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
