Bedroom_AbvGr,Bldg_Type,BsmtFin_SF_1,BsmtFin_SF_2,BsmtFin_Type_1,BsmtFin_Type_2,Bsmt_Cond,Bsmt_Exposure,Bsmt_Qual,Bsmt_Unf_SF,Electrical,Enclosed_Porch,Exter_Cond,Exter_Qual,Fireplace_Qu,Fireplaces,First_Flr_SF,Foundation,Garage_Area,Garage_Cars,Garage_Finish,Garage_Qual,Gr_Liv_Area,House_Style,Kitchen_Qual,Land_Contour,Lot_Area,Lot_Frontage,Low_Qual_Fin_SF,Mas_Vnr_Area,Neighborhood,Open_Porch_SF,Overall_Cond,Overall_Qual,Paved_Drive,Pool_Area,Roof_Style,Sale_Condition,Sale_Price,Screen_Porch,Second_Flr_SF,Street,Three_season_porch,TotRms_AbvGrd,Total_Bsmt_SF,Utilities,Wood_Deck_SF,id,Has_Pool,Total_Bath,Has_garage,Has_Alley,Has_Basement,Has_Fireplace,Has_Fence,Is_Remodeled,House_Age,Total_SF,close_to_park,close_to_street,close_to_railroad,Regular_Lot_Shape,Irregular_Lot_Shape,Residential_Zoning,Commercial_Zoning,Industrial_Zoning,Agricultural_Zoning
2,TwnhsE,4,0,LwQ,Unf,Typical,No,Good,0,SBrkr,0,Typical,Typical,No_Fireplace,0,958,CBlock,440,2,RFn,Typical,958,One_Story,Typical,Lvl,4928,0,0,0,Northpark_Villa,60,Above_Average,Above_Average,Paved,0,Gable,Normal,143750,0,0,Pave,0,5,958,AllPub,0,409,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,33,1980,0,0,0,0,1,1,0,0,0
2,OneFam,1,0,ALQ,Unf,Typical,No,Typical,426,SBrkr,0,Typical,Typical,Typical,1,1004,CBlock,480,2,Fin,Typical,1004,One_Story,Typical,Lvl,11241,0,0,180,North_Ames,0,Good,Above_Average,Paved,0,Gable,Normal,149000,0,0,Pave,0,5,1004,AllPub,0,24,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,40,2435,0,0,0,0,1,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Good,525,SBrkr,0,Typical,Typical,Typical,1,892,PConc,513,2,RFn,Typical,1692,Two_Story,Typical,Lvl,9337,0,0,0,College_Creek,39,Average,Good,Paved,0,Gable,Normal,191000,0,800,Pave,0,8,878,AllPub,0,258,0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,13,3135,0,0,0,0,1,1,0,0,0
3,OneFam,4,0,LwQ,Unf,Typical,No,Typical,569,FuseA,0,Typical,Typical,Typical,2,799,BrkTil,215,1,Unf,Typical,1150,One_and_Half_Fin,Typical,Lvl,6488,62,0,0,Edwards,0,Average,Average,Paved,0,Gable,Family,128000,0,351,Pave,0,6,799,AllPub,264,2734,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,64,2786,0,0,0,1,0,1,0,0,0
4,OneFam,2,0,BLQ,Unf,Typical,No,Typical,490,FuseA,0,Typical,Typical,No_Fireplace,0,910,CBlock,282,1,Unf,Typical,1558,One_and_Half_Fin,Typical,Lvl,13710,75,0,0,Iowa_DOT_and_Rail_Road,0,Average,Average,Paved,0,Gable,Normal,152000,0,648,Pave,0,6,910,AllPub,289,2241,0,1.5,1.0,0.0,1.0,0.0,1.0,0.0,57,3249,0,0,0,1,0,1,0,0,0
2,OneFam,3,0,GLQ,Unf,Typical,Av,Good,112,SBrkr,0,Typical,Typical,No_Fireplace,0,768,CBlock,396,2,Unf,Typical,768,SFoyer,Typical,Lvl,8445,70,0,0,College_Creek,0,Good,Average,Paved,0,Gable,Normal,133000,0,0,Pave,0,5,768,AllPub,58,862,0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,37,1709,0,0,0,1,0,1,0,0,0
1,Twnhs,3,526,GLQ,Rec,Typical,Gd,Good,48,SBrkr,0,Typical,Good,Typical,1,1226,CBlock,484,2,Fin,Typical,1226,One_Story,Good,Lvl,3876,40,0,0,Greens,60,Average,Very_Good,Paved,0,Gable,Normal,170000,0,0,Pave,0,4,1226,AllPub,133,2522,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,28,3222,0,0,0,0,1,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Typical,572,SBrkr,0,Typical,Typical,No_Fireplace,0,1062,CBlock,297,1,Unf,Typical,1062,One_Story,Typical,Lvl,8128,53,0,80,North_Ames,0,Good,Above_Average,Paved,0,Hip,Normal,131000,0,0,Pave,0,6,1062,AllPub,0,643,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,55,2697,0,0,0,0,1,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Typical,506,SBrkr,120,Typical,Good,Good,1,1113,CBlock,264,1,Unf,Typical,1113,One_Story,Good,Lvl,9600,80,0,0,North_Ames,80,Good,Average,Paved,0,Gable,Normal,147000,0,0,Pave,0,5,1113,AllPub,0,622,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,59,2813,0,0,0,1,0,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Typical,0,SBrkr,0,Typical,Typical,No_Fireplace,0,894,PConc,552,2,Unf,Typical,894,One_Story,Typical,Lvl,9800,70,0,0,College_Creek,0,Good,Average,Paved,0,Gable,Abnorml,149900,0,0,Pave,0,5,894,AllPub,256,2787,0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,34,2045,0,0,0,1,0,1,0,0,0
2,OneFam,7,0,Unf,Unf,Fair,Mn,Typical,738,FuseA,104,Typical,Typical,No_Fireplace,0,714,BrkTil,216,1,Unf,Typical,1376,Two_Story,Typical,Lvl,7614,42,0,0,Old_Town,0,Average,Fair,Dirt_Gravel,0,Gable,Normal,96900,225,662,Pave,0,7,738,AllPub,0,2651,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,101,2859,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Fair,Mn,Typical,684,SBrkr,0,Typical,Typical,No_Fireplace,0,684,BrkTil,528,2,Unf,Typical,1196,One_and_Half_Fin,Good,Lvl,12354,67,0,0,Edwards,46,Very_Good,Above_Average,Paved,0,Gable,Normal,110000,0,512,Pave,0,7,684,AllPub,0,903,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,89,2617,0,0,0,1,0,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Good,404,SBrkr,0,Typical,Good,Typical,1,725,CBlock,484,2,RFn,Typical,1479,Two_Story,Good,Lvl,12090,78,0,306,Northwest_Ames,72,Good,Good,Paved,0,Gable,Normal,176000,0,754,Pave,0,6,725,AllPub,167,1647,0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,26,2848,0,0,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,No,Good,132,SBrkr,0,Typical,Good,Good,1,1006,PConc,871,3,RFn,Typical,2046,Two_Story,Good,Lvl,10625,85,0,292,Northridge_Heights,62,Average,Good,Paved,0,Gable,Normal,284000,0,1040,Pave,0,8,998,AllPub,320,1066,0,3.5,1.0,0.0,1.0,1.0,0.0,1.0,5,3561,0,0,0,1,0,1,0,0,0
4,Duplex,5,0,No_Basement,No_Basement,No_Basement,No_Basement,No_Basement,0,SBrkr,0,Typical,Typical,No_Fireplace,0,1302,CBlock,539,2,Unf,Typical,1734,One_and_Half_Fin,Good,Lvl,10125,75,0,0,Mitchell,0,Average,Average,Paved,0,Gable,Normal,126000,0,432,Pave,0,8,0,AllPub,0,953,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,32,1739,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Typical,819,FuseA,150,Good,Typical,Good,1,1312,PConc,576,2,Unf,Typical,2454,Two_and_Half_Unf,Typical,Lvl,13500,75,0,0,Old_Town,148,Very_Good,Good,Dirt_Gravel,0,Gable,Normal,185000,0,1142,Pave,0,8,819,AllPub,0,1998,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,128,4247,0,0,0,1,0,1,0,0,0
4,OneFam,2,0,BLQ,Unf,Fair,No,Typical,198,SBrkr,213,Typical,Typical,No_Fireplace,0,1146,CBlock,316,1,Unf,Typical,1930,Two_Story,Typical,Lvl,6876,57,0,0,Iowa_DOT_and_Rail_Road,0,Average,Above_Average,Paved,0,Gable,Normal,149000,0,784,Pave,0,8,720,AllPub,0,755,0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,82,2850,0,0,0,1,0,1,0,0,0
4,OneFam,4,0,LwQ,Unf,Typical,Mn,Typical,0,SBrkr,68,Typical,Typical,Good,1,1080,PConc,253,1,Unf,Typical,1480,One_and_Half_Fin,Typical,Lvl,11100,60,0,0,Edwards,0,Above_Average,Average,Paved,0,Gable,Normal,136500,0,400,Pave,0,7,1080,AllPub,0,2087,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,56,2564,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Typical,952,SBrkr,0,Good,Good,No_Fireplace,0,952,BrkTil,672,2,Unf,Typical,1548,One_and_Half_Fin,Excellent,Lvl,7264,55,0,0,Brookside,0,Good,Good,Paved,0,Gable,Normal,205000,144,596,Pave,0,5,952,AllPub,74,731,0,2.5,1.0,0.0,1.0,0.0,0.0,1.0,84,3533,0,0,0,1,0,1,0,0,0
2,Twnhs,3,0,GLQ,Unf,Typical,No,Excellent,319,SBrkr,0,Typical,Typical,No_Fireplace,0,1216,PConc,402,2,Unf,Typical,1216,One_Story,Typical,Lvl,4500,32,0,116,Mitchell,125,Average,Above_Average,Paved,0,Hip,Normal,164000,0,0,Pave,0,5,1216,AllPub,0,2906,0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,8,2879,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Good,1369,SBrkr,0,Typical,Good,No_Fireplace,0,1369,PConc,605,2,Unf,Typical,1369,One_Story,Good,Lvl,9910,75,0,0,Somerset,203,Above_Average,Good,Paved,0,Gable,Partial,213133,0,0,Pave,0,5,1369,AllPub,0,1776,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0,4317,0,1,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Good,Av,Excellent,316,SBrkr,0,Typical,Excellent,Good,1,1625,PConc,521,2,RFn,Typical,2091,Two_Story,Excellent,Lvl,9942,82,0,385,Northridge_Heights,84,Average,Excellent,Paved,0,Gable,Partial,338500,0,466,Pave,0,8,1606,AllPub,194,2391,0,3.5,1.0,0.0,1.0,1.0,0.0,1.0,1,4294,0,0,0,0,1,1,0,0,0
2,OneFam,2,263,BLQ,LwQ,Typical,Gd,Typical,415,SBrkr,113,Typical,Typical,Typical,1,1395,CBlock,440,2,RFn,Typical,1395,One_Story,Typical,Lvl,9760,80,0,218,North_Ames,0,Good,Above_Average,Paved,0,Hip,Normal,192000,240,0,Pave,0,7,1395,AllPub,657,168,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,47,4127,0,0,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,Av,Good,678,SBrkr,0,Typical,Good,Fair,1,1509,CBlock,600,2,RFn,Typical,1509,SLvl,Good,Lvl,10200,85,0,219,Timberland,0,Average,Above_Average,Paved,0,Gable,Abnorml,175000,0,0,Pave,0,5,1461,AllPub,224,1583,0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,20,3875,0,0,0,1,0,1,0,0,0
4,Duplex,1,0,ALQ,Unf,Typical,No,Typical,122,SBrkr,0,Typical,Typical,No_Fireplace,0,1728,CBlock,560,2,Unf,Typical,1728,One_Story,Typical,Lvl,9297,63,0,0,Mitchell,0,Average,Average,Paved,0,Gable,Family,188000,0,0,Pave,0,8,1728,AllPub,0,2923,0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,30,3579,0,0,0,1,0,1,0,0,0
3,TwnhsE,7,0,Unf,Unf,Typical,No,Good,976,SBrkr,0,Typical,Good,No_Fireplace,0,976,PConc,380,2,Unf,Typical,1708,Two_Story,Good,Lvl,3363,32,0,117,Edwards,40,Average,Good,Paved,0,Gable,Normal,130000,0,732,Pave,0,7,976,AllPub,0,2833,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2,3707,0,0,0,1,0,1,0,0,0
1,OneFam,5,0,No_Basement,No_Basement,No_Basement,No_Basement,No_Basement,0,SBrkr,0,Typical,Typical,No_Fireplace,0,640,BrkTil,256,1,Unf,Typical,845,One_and_Half_Fin,Typical,Lvl,11067,64,205,0,Iowa_DOT_and_Rail_Road,0,Below_Average,Poor,Dirt_Gravel,0,Gable,Normal,68104,0,0,Pave,0,4,0,AllPub,48,2242,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,68,898,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Good,1428,SBrkr,0,Typical,Good,No_Fireplace,0,1428,PConc,480,2,Fin,Typical,1428,One_Story,Good,Lvl,11639,95,0,0,Somerset,120,Average,Good,Paved,0,Gable,Partial,182000,0,0,Pave,0,6,1428,AllPub,0,1123,0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1,4411,0,0,0,1,0,1,0,0,0
4,OneFam,4,0,LwQ,Unf,Typical,No,Good,0,SBrkr,0,Typical,Typical,No_Fireplace,0,1298,Wood,693,2,Fin,Typical,2514,Two_Story,Typical,Lvl,11170,0,0,0,Timberland,0,Average,Good,Paved,0,Gable,Normal,250000,0,1216,Pave,0,8,1216,AllPub,0,2898,0,2.5,1.0,0.0,1.0,0.0,1.0,1.0,16,3734,0,0,0,0,1,1,0,0,0
2,OneFam,6,0,Rec,Unf,Typical,No,Typical,235,SBrkr,0,Good,Typical,Typical,2,1024,CBlock,313,1,Unf,Typical,1024,One_Story,Good,Lvl,10533,85,0,244,North_Ames,0,Above_Average,Above_Average,Paved,0,Hip,Normal,157500,280,0,Pave,0,5,1008,AllPub,0,2307,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,50,2273,0,0,0,0,1,1,0,0,0
4,OneFam,2,852,BLQ,GLQ,Typical,Av,Good,0,SBrkr,0,Typical,Good,Good,1,1108,PConc,783,3,Fin,Typical,2197,Two_Story,Good,Lvl,10010,91,0,320,Northridge,99,Average,Good,Paved,0,Hip,Normal,287500,0,1089,Pave,0,9,1080,AllPub,385,1108,0,3.5,1.0,0.0,1.0,1.0,0.0,1.0,15,4615,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,Gd,Excellent,1824,SBrkr,0,Typical,Excellent,Good,1,1824,PConc,932,3,Fin,Typical,1824,One_Story,Excellent,HLS,12633,85,0,242,Timberland,36,Average,Very_Excellent,Paved,0,Hip,Partial,392000,108,0,Pave,0,8,1824,AllPub,160,2276,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,5675,1,0,0,0,1,1,0,0,0
3,OneFam,2,0,BLQ,Unf,Typical,No,Typical,281,SBrkr,184,Typical,Typical,Fair,1,1056,CBlock,304,1,Unf,Typical,1056,One_Story,Typical,Lvl,8450,65,0,0,North_Ames,85,Above_Average,Average,Paved,0,Gable,Normal,142000,0,0,Pave,0,6,1056,AllPub,0,26,0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,42,2480,0,0,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Good,868,SBrkr,0,Typical,Good,Good,1,868,PConc,436,2,Fin,Typical,1630,Two_Story,Good,Lvl,7984,62,0,200,Gilbert,48,Average,Good,Paved,0,Gable,Normal,189500,0,762,Pave,0,7,868,AllPub,120,478,0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,5,3541,0,0,0,0,1,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,Av,Typical,81,SBrkr,0,Good,Typical,No_Fireplace,0,1138,CBlock,264,1,RFn,Typical,1138,SLvl,Typical,Lvl,10482,65,0,63,North_Ames,0,Very_Good,Above_Average,Paved,0,Hip,Normal,145000,0,0,Pave,0,6,588,AllPub,224,1884,0,1.5,1.0,0.0,1.0,0.0,1.0,0.0,49,2034,0,0,0,1,0,1,0,0,0
4,OneFam,7,0,Unf,Unf,Fair,No,Typical,715,SBrkr,0,Good,Typical,Good,1,1281,BrkTil,368,1,Unf,Typical,1738,One_and_Half_Fin,Typical,Lvl,12513,0,0,0,North_Ames,0,Below_Average,Below_Average,Paved,0,Gable,Normal,104900,0,457,Pave,0,7,715,AllPub,55,630,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,89,3230,0,1,0,0,1,1,0,0,0
4,OneFam,7,0,Unf,Unf,Typical,No,Good,847,SBrkr,0,Typical,Good,Good,1,847,PConc,434,2,Fin,Typical,1928,Two_Story,Good,Lvl,8200,65,0,0,College_Creek,48,Average,Good,Paved,0,Gable,Normal,219500,0,1081,Pave,0,8,847,AllPub,100,2159,0,2.5,1.0,0.0,1.0,1.0,0.0,1.0,4,3777,0,0,0,1,0,1,0,0,0
2,OneFam,3,608,GLQ,ALQ,Typical,No,Typical,172,SBrkr,0,Typical,Typical,No_Fireplace,0,1122,CBlock,528,2,Unf,Typical,1122,One_Story,Good,Lvl,12000,100,0,0,Old_Town,36,Good,Average,Paved,0,Gable,Normal,147000,0,0,Pave,0,6,924,AllPub,0,1301,0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,60,2865,0,0,0,1,0,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Good,No,Good,375,SBrkr,0,Typical,Typical,No_Fireplace,0,864,CBlock,276,1,Unf,Typical,864,One_Story,Typical,Lvl,6360,60,0,0,Sawyer,0,Average,Average,Paved,0,Hip,Abnorml,119916,0,0,Pave,0,5,864,AllPub,0,1154,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,45,2104,0,0,0,1,0,1,0,0,0
2,TwnhsE,5,0,No_Basement,No_Basement,No_Basement,No_Basement,No_Basement,0,SBrkr,0,Typical,Good,No_Fireplace,0,1295,CBlock,312,1,RFn,Typical,1295,One_Story,Good,Lvl,8239,0,0,0,Green_Hills,0,Average,Good,Paved,0,Gable,Normal,230000,0,0,Pave,0,5,0,AllPub,0,2893,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,20,1300,0,0,0,0,1,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Typical,1042,SBrkr,0,Typical,Typical,Good,1,1042,BrkTil,225,1,Unf,Typical,1576,One_and_Half_Fin,Typical,Lvl,6240,52,0,0,Brookside,0,Above_Average,Average,Paved,0,Gable,Family,149000,0,534,Pave,0,8,1042,AllPub,0,2681,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,78,3667,0,0,0,1,0,1,0,0,0
1,Twnhs,3,0,GLQ,Unf,Typical,Av,Good,77,SBrkr,0,Typical,Typical,No_Fireplace,0,630,CBlock,0,0,No_Garage,No_Garage,630,SFoyer,Excellent,Lvl,1533,21,0,0,Meadow_Village,0,Good,Average,Paved,0,Gable,Abnorml,92000,0,0,Pave,0,3,630,AllPub,0,2917,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,36,1340,0,0,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Good,Av,Good,390,SBrkr,0,Typical,Good,No_Fireplace,0,985,CBlock,328,1,Unf,Typical,985,SLvl,Typical,Lvl,8385,65,0,220,College_Creek,0,Very_Good,Average,Paved,0,Gable,Normal,149900,0,0,Pave,0,6,985,AllPub,210,1446,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,31,2573,0,0,0,1,0,1,0,0,0
4,OneFam,7,0,Unf,Unf,Typical,No,Good,1082,SBrkr,0,Typical,Good,Good,1,1105,PConc,730,3,Fin,Typical,2400,Two_Story,Good,Lvl,13262,96,0,186,Northridge_Heights,40,Average,Very_Good,Paved,0,Gable,Normal,290000,0,1295,Pave,0,10,1082,AllPub,114,450,0,3.5,1.0,0.0,1.0,1.0,0.0,1.0,6,4725,0,0,0,0,1,1,0,0,0
3,OneFam,6,0,Rec,Unf,Typical,No,Typical,411,SBrkr,0,Typical,Typical,No_Fireplace,0,864,CBlock,399,1,Unf,Typical,864,One_Story,Typical,HLS,5400,60,0,0,South_and_West_of_Iowa_State_University,0,Average,Average,Paved,0,Gable,Normal,118000,0,0,Pave,0,6,864,AllPub,0,2081,0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,49,2145,0,0,0,1,0,1,0,0,0
4,OneFam,7,0,Unf,Unf,Typical,No,Typical,1272,SBrkr,0,Typical,Typical,Good,1,1272,BrkTil,400,2,Unf,Typical,1969,One_and_Half_Fin,Typical,Bnk,6876,60,697,0,Iowa_DOT_and_Rail_Road,34,Above_Average,Above_Average,Paved,0,Gable,Normal,141000,0,0,Pave,0,9,1272,AllPub,0,1362,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,70,4554,0,0,0,1,0,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Good,385,SBrkr,0,Typical,Typical,No_Fireplace,0,1295,PConc,528,2,Fin,Typical,1295,One_Story,Typical,Lvl,11700,130,0,196,Northwest_Ames,194,Average,Above_Average,Paved,0,Gable,Normal,164000,200,0,Pave,0,6,1295,AllPub,0,1867,0,2.5,1.0,0.0,1.0,0.0,0.0,0.0,39,3170,0,0,0,1,0,1,0,0,0
2,OneFam,3,0,GLQ,Unf,Typical,Gd,Good,0,SBrkr,0,Typical,Good,Typical,1,1644,PConc,569,2,Fin,Typical,1644,SLvl,Good,Low,12800,0,0,145,Sawyer_West,0,Average,Good,Paved,0,Gable,Normal,275000,396,0,Pave,0,5,1518,AllPub,80,833,0,3.5,1.0,0.0,1.0,1.0,0.0,0.0,20,3245,0,0,0,1,0,1,0,0,0
2,TwnhsE,7,0,Unf,Unf,Typical,Av,Excellent,1258,SBrkr,0,Typical,Good,Good,1,1258,PConc,648,3,Fin,Typical,1258,One_Story,Good,Lvl,3922,53,0,72,Bloomington_Heights,16,Average,Good,Paved,0,Gable,Partial,172500,0,0,Pave,0,6,1258,AllPub,144,1742,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1,3941,0,0,0,1,0,1,0,0,0
3,OneFam,3,0,GLQ,Unf,Typical,Av,Good,100,SBrkr,0,Typical,Good,Good,1,1602,PConc,810,3,RFn,Typical,1602,One_Story,Good,Lvl,10200,85,0,180,College_Creek,48,Average,Very_Good,Paved,0,Gable,Normal,293200,195,0,Pave,0,7,1578,AllPub,0,880,0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2,3331,0,0,0,1,0,1,0,0,0
2,OneFam,1,180,ALQ,LwQ,Typical,No,Typical,160,SBrkr,0,Typical,Typical,No_Fireplace,0,864,CBlock,576,2,Unf,Typical,864,One_Story,Typical,Lvl,10500,70,0,0,North_Ames,0,Above_Average,Below_Average,Paved,0,Gable,Abnorml,97000,0,0,Pave,0,4,864,AllPub,216,401,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,38,2285,0,0,0,1,0,1,0,0,0
3,OneFam,6,41,Rec,BLQ,Typical,No,Typical,359,SBrkr,0,Typical,Typical,Good,1,968,CBlock,240,1,Unf,Typical,1376,One_and_Half_Fin,Typical,Lvl,9492,79,0,0,North_Ames,0,Average,Average,Paved,0,Gable,Normal,105000,0,408,Pave,0,6,768,AllPub,0,1909,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,66,2550,0,1,0,1,0,1,0,0,0
3,OneFam,7,0,Unf,Unf,Typical,No,Good,789,SBrkr,0,Typical,Typical,Good,1,789,PConc,393,2,Fin,Typical,1465,Two_Story,Typical,Lvl,8402,63,0,0,Gilbert,75,Average,Above_Average,Paved,0,Gable,Normal,180400,0,676,Pave,0,7,789,AllPub,0,13,0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,12,3125,0,0,0,0,1,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Good,498,SBrkr,0,Typical,Good,Good,1,1760,PConc,583,2,Fin,Typical,1760,One_Story,Good,Lvl,12878,90,0,418,Northridge_Heights,190,Average,Good,Paved,0,Hip,Normal,269500,0,0,Pave,0,8,1760,AllPub,165,446,0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,6,4374,0,0,0,0,1,1,0,0,0
3,OneFam,1,108,ALQ,Rec,Typical,Mn,Typical,462,SBrkr,240,Typical,Typical,Typical,1,1387,CBlock,300,1,RFn,Typical,1387,One_Story,Typical,Lvl,7514,65,0,0,North_Ames,0,Good,Average,Paved,0,Hip,Normal,145000,0,0,Pave,0,6,943,AllPub,0,2375,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,39,2901,0,0,0,1,0,1,0,0,0
3,TwnhsE,6,232,Rec,BLQ,Typical,No,Good,175,SBrkr,0,Typical,Typical,No_Fireplace,0,536,CBlock,336,1,Unf,Typical,1112,Two_Story,Typical,Lvl,2592,36,0,0,Meadow_Village,0,Fair,Average,Paved,0,Gable,Normal,85000,0,576,Pave,0,4,536,AllPub,182,329,0,1.5,1.0,0.0,1.0,0.0,0.0,0.0,34,2243,0,0,0,1,0,1,0,0,0
4,OneFam,1,0,ALQ,Unf,Typical,Mn,Good,323,SBrkr,156,Typical,Typical,No_Fireplace,0,983,CBlock,423,1,Unf,Typical,1750,One_and_Half_Fin,Typical,Lvl,12508,75,0,0,Mitchell,0,Good,Above_Average,Paved,0,Gable,Normal,160000,0,767,Pave,0,7,983,AllPub,245,1608,0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,68,3302,0,0,0,0,1,1,0,0,0
3,OneFam,1,0,ALQ,Unf,Typical,No,Typical,100,SBrkr,0,Good,Typical,Typical,1,864,CBlock,420,1,Unf,Typical,864,One_Story,Good,Lvl,8100,75,0,0,Sawyer,0,Very_Good,Average,Paved,0,Gable,Normal,135000,0,0,Pave,0,5,864,AllPub,132,1152,0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,47,1961,0,1,0,1,0,1,0,0,0
2,OneFam,7,0,Unf,Unf,Typical,No,Typical,572,FuseP,72,Typical,Typical,No_Fireplace,0,572,BrkTil,200,1,Unf,Typical,572,One_Story,Typical,Lvl,10200,60,0,0,Iowa_DOT_and_Rail_Road,0,Above_Average,Below_Average,Dirt_Gravel,0,Gable,Normal,75000,0,0,Pave,0,4,572,AllPub,0,944,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,84,1723,0,0,0,1,0,0,1,0,0
3,OneFam,3,0,GLQ,Unf,Typical,No,Good,326,SBrkr,0,Typical,Good,Good,1,807,PConc,393,2,Fin,Typical,1509,Two_Story,Good,Lvl,7861,0,0,0,Gilbert,75,Average,Above_Average,Paved,0,Gable,Normal,183200,0,702,Pave,0,7,783,AllPub,100,2432,0,3.5,1.0,0.0,1.0,1.0,0.0,1.0,4,2796,0,0,0,0,1,1,0,0,0
4,OneFam,1,0,ALQ,Unf,Typical,No,Typical,99,SBrkr,0,Typical,Typical,No_Fireplace,0,725,CBlock,484,2,Fin,Typical,1479,Two_Story,Good,Lvl,7472,0,0,138,North_Ames,32,Excellent,Good,Paved,0,Gable,Normal,184000,0,754,Pave,0,7,725,AllPub,0,1665,0,2.5,1.0,0.0,1.0,0.0,0.0,1.0,35,2336,0,0,0,0,1,1,0,0,0
2,TwnhsE,3,215,GLQ,Rec,Good,No,Good,354,SBrkr,0,Good,Good,Typical,1,1064,PConc,504,2,RFn,Good,1767,Two_Story,Good,Lvl,5306,44,0,0,Stone_Brook,35,Good,Good,Paved,0,Gable,Normal,239000,0,703,Pave,0,5,1064,AllPub,441,2328,0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,19,3879,0,0,0,0,1,1,0,0,0
